Region;SubRegion;Country;CountryCode;Year;DrugGroup;Drug;SpecificDrugName;KgEquivalent;Comment
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Prescription stimulants;Methylphenidate (Ritalin, Concerta);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Prescription stimulants;Methylphenidate (Ritalin, Concerta);1;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;2C-B (4-bromo-2,5-dimethoxyphenethylamine);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;2C-B (4-bromo-2,5-dimethoxyphenethylamine);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;Benzodiazepines;;51;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;Benzodiazepines;;2;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;Barbiturates;;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;Barbiturates;;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;GHB;;7;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;GHB;;492;
Americas;Northern America (including Mexico);Canada;CAN;2012;Sedatives and Tranquillizers;Other sedatives and tranquillizers;Zolpidem;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;LSD;;2;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;LSD;;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;Psilocybin;52;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;Psilocybin;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);88;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;PCP (Phencyclidine);300;
Americas;Northern America (including Mexico);Canada;CAN;2012;Hallucinogens;Other Hallucinogens;PCP (Phencyclidine);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);25;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Plant-based NPS;Khat;12449;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Plant-based NPS;Khat;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;271;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Other stimulants;MDPV;2;
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Other stimulants;MDPV;0;
Americas;Northern America (including Mexico);Canada;CAN;2012;ATS;Other stimulants;BZP (N-benzylpiperazine);0;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Piperazines;TFMPP (3-Trifluoromethylphenylpiperazine);2;
Americas;Northern America (including Mexico);Canada;CAN;2012;Substances not under international control;Piperazines;TFMPP (3-Trifluoromethylphenylpiperazine);0;
Americas;South America;Chile;CHL;2012;Cannabis-type;Marijuana (herb);;14551;
Americas;South America;Chile;CHL;2012;Cannabis-type;Hashish (resin);;0;
Americas;South America;Chile;CHL;2012;Cannabis-type;Cannabis plants;;23543;
Americas;South America;Chile;CHL;2012;Cannabis-type;Cannabis seed;;0;
Americas;South America;Chile;CHL;2012;Cannabis-type;Cannabis seed;;0;
Americas;South America;Chile;CHL;2012;Cocaine-type;Cocaine salts;;3150;
Americas;South America;Chile;CHL;2012;Cocaine-type;Crack;;0;
Americas;South America;Chile;CHL;2012;Cocaine-type;Coca leaf;;0;
Americas;South America;Chile;CHL;2012;Cocaine-type;Coca leaf;;1;
Americas;South America;Chile;CHL;2012;Cocaine-type;Coca paste/cocaine base;Coca paste;9675;
Americas;South America;Chile;CHL;2012;ATS;Amphetamine;;0;
Americas;South America;Chile;CHL;2012;ATS;Ecstasy-type substances;;0;
Americas;South America;Chile;CHL;2012;Hallucinogens;Hallucinogens;;0;
Americas;South America;Chile;CHL;2012;Hallucinogens;LSD;;0;
Americas;South America;Chile;CHL;2012;Hallucinogens;Other Hallucinogens;Psilocybin;0;
Americas;South America;Chile;CHL;2012;Hallucinogens;Other Hallucinogens;Mescaline;0;
Africa;West and Central Africa;Cameroon;CMR;2012;Cocaine-type;Cocaine salts;;8;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Cannabis-type;Marijuana (herb);;3071;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Cannabis-type;Hashish (resin);;0;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Cannabis-type;Cannabis plants;;96532;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Opioids;Heroin;;13;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Cocaine-type;Cocaine salts;;15596;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Cocaine-type;Crack;;15;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;ATS;Amphetamine;;0;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;ATS;Ecstasy-type substances;;0;
Americas;Central America (excluding Mexico);Costa Rica;CRI;2012;Hallucinogens;LSD;;0;
Asia;East and South-East Asia;China;CHN;2012;Cannabis-type;Marijuana (herb);;4228;
Asia;East and South-East Asia;China;CHN;2012;Opioids;Heroin;;7287;
Asia;East and South-East Asia;China;CHN;2012;Opioids;Opium;;845;
Asia;East and South-East Asia;China;CHN;2012;Cocaine-type;Cocaine salts;;99;
Asia;East and South-East Asia;China;CHN;2012;ATS;Amphetamine;;12;
Asia;East and South-East Asia;China;CHN;2012;ATS;Methamphetamine;;16164;
Asia;East and South-East Asia;China;CHN;2012;ATS;Ecstasy-type substances;;112;
Asia;East and South-East Asia;China;CHN;2012;Non-specified;Non-specified;;5385;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Cannabis-type;Marijuana (herb);;1070;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Cannabis-type;Hashish (resin);;23;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Cannabis-type;Cannabis plants;;670;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Opioids;Heroin;;30;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Cocaine-type;Cocaine salts;;6;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;ATS;Amphetamine;;3;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;ATS;Methamphetamine;;0;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;ATS;Ecstasy-type substances;;1;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Hallucinogens;LSD;;0;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Non-specified;Non-specified;Narcotic drugs;0;
Europe;South-Eastern Europe (including Turkey);Croatia;HRV;2012;Sedatives and Tranquillizers;Benzodiazepines;;0;
Africa;West and Central Africa;Cabo Verde;CPV;2012;Cocaine-type;Cocaine salts;;2226;
Europe;Western and Central Europe;Cyprus;CYP;2012;Cannabis-type;Hashish (resin);;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Cannabis-type;Cannabis plants;;39;
Europe;Western and Central Europe;Cyprus;CYP;2012;Opioids;Heroin;;1;
Europe;Western and Central Europe;Cyprus;CYP;2012;Opioids;Heroin;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Opioids;Opium;Raw and prepared;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Cocaine-type;Cocaine salts;;7;
Europe;Western and Central Europe;Cyprus;CYP;2012;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Substances not under international control;Piperazines;MCPP (meta-Chlorophenylpiperazine);0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Cyprus;CYP;2012;Cannabis-type;Synthetic cannabinoids under international control;AM-2201;6171;
Europe;Western and Central Europe;Cyprus;CYP;2012;Substances not under international control;Synthetic cannabinoids (Spice);JWH - 122;2156;
Europe;Western and Central Europe;Cyprus;CYP;2012;Other miscellaneous;Other miscellaneous;;1037;
Europe;Western and Central Europe;Czechia;CZE;2012;Cannabis-type;Marijuana (herb);;563;
Europe;Western and Central Europe;Czechia;CZE;2012;Cannabis-type;Hashish (resin);;21;
Europe;Western and Central Europe;Czechia;CZE;2012;Cannabis-type;Cannabis plants;;9009;
Europe;Western and Central Europe;Czechia;CZE;2012;Opioids;Heroin;;8;
Europe;Western and Central Europe;Czechia;CZE;2012;Opioids;Pharmaceutical opioids;Vendal Retard (Morphine HCL);0;
Europe;Western and Central Europe;Czechia;CZE;2012;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Czechia;CZE;2012;Cocaine-type;Cocaine salts;;8;
Europe;Western and Central Europe;Czechia;CZE;2012;Cocaine-type;Coca leaf;;0;
Europe;Western and Central Europe;Czechia;CZE;2012;ATS;Amphetamine;;505;
Europe;Western and Central Europe;Czechia;CZE;2012;ATS;Methamphetamine;;32;
Europe;Western and Central Europe;Czechia;CZE;2012;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Czechia;CZE;2012;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Czechia;CZE;2012;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Czechia;CZE;2012;Hallucinogens;Hallucinogens;;0;
Europe;Western and Central Europe;Czechia;CZE;2012;Substances not under international control;Other Plant-based substances;Mushrooms;0;
Europe;Western and Central Europe;Czechia;CZE;2012;Substances not under international control;Plant-based NPS;Khat;79;
Europe;Western and Central Europe;Denmark;DNK;2012;Cannabis-type;Marijuana (herb);;217;
Europe;Western and Central Europe;Denmark;DNK;2012;Cannabis-type;Hashish (resin);;1275;
Europe;Western and Central Europe;Denmark;DNK;2012;Opioids;Heroin;;39;
Europe;Western and Central Europe;Denmark;DNK;2012;ATS;Amphetamine;;290;
Europe;Western and Central Europe;Denmark;DNK;2012;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Denmark;DNK;2012;ATS;Ecstasy-type substances;;20;
Europe;Western and Central Europe;Denmark;DNK;2012;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Denmark;DNK;2012;Hallucinogens;LSD;;0;
Americas;South America;Ecuador;ECU;2012;Cannabis-type;Marijuana (herb);;10768;
Americas;South America;Ecuador;ECU;2012;Cannabis-type;Cannabis plants;;8516;
Americas;South America;Ecuador;ECU;2012;Cannabis-type;Cannabis seed;;0;
Americas;South America;Ecuador;ECU;2012;Opioids;Heroin;;189;
Americas;South America;Ecuador;ECU;2012;Cocaine-type;Cocaine salts;;31147;
Americas;South America;Ecuador;ECU;2012;Cocaine-type;Coca leaf;;2;
Americas;South America;Ecuador;ECU;2012;Cocaine-type;Coca paste/cocaine base;Cocaine base;833;
Americas;South America;Ecuador;ECU;2012;ATS;Ecstasy-type substances;;0;
Americas;South America;Ecuador;ECU;2012;Sedatives and Tranquillizers;Benzodiazepines;Diazepam (stesolid);0;
Americas;South America;Ecuador;ECU;2012;Sedatives and Tranquillizers;Benzodiazepines;Lorazepam (Ativan, Temesta);0;
Americas;South America;Ecuador;ECU;2012;Sedatives and Tranquillizers;Benzodiazepines;Clonazepam;0;
Africa;Northern Africa;Egypt;EGY;2012;Cannabis-type;Marijuana (herb);;77121;
Africa;Northern Africa;Egypt;EGY;2012;Cannabis-type;Hashish (resin);;12297;
Africa;Northern Africa;Egypt;EGY;2012;Cannabis-type;Cannabis seed;;3;
Africa;Northern Africa;Egypt;EGY;2012;Cannabis-type;Other types of cannabis;;0;
Africa;Northern Africa;Egypt;EGY;2012;Opioids;Heroin;;96;
Africa;Northern Africa;Egypt;EGY;2012;Opioids;Opium;Raw and prepared;49;
Africa;Northern Africa;Egypt;EGY;2012;Opioids;Opium;Liquid;0;
Africa;Northern Africa;Egypt;EGY;2012;Opioids;Heroin;Heroin Liquid;0;
Africa;Northern Africa;Egypt;EGY;2012;Cocaine-type;Cocaine salts;;40;
Africa;Northern Africa;Egypt;EGY;2012;ATS;Ecstasy-type substances;;0;
Africa;Northern Africa;Egypt;EGY;2012;Substances not under international control;Plant-based NPS;Khat;25;
Africa;Northern Africa;Egypt;EGY;2012;Sedatives and Tranquillizers;Benzodiazepines;Rophynol (Flunitrazepam);0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Cannabis-type;Marijuana (herb);;1248;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Opioids;Heroin;;14;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Cocaine-type;Cocaine salts;;374;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Cocaine-type;Crack;;1;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;ATS;Methamphetamine;;0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;ATS;Ecstasy-type substances;;0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Sedatives and Tranquillizers;Benzodiazepines;Bromazepam;0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Precursors;Pseudoephedrine;;0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Non-specified;Non-specified;Pharmaceuticals;0;
Americas;Central America (excluding Mexico);El Salvador;SLV;2012;Sedatives and Tranquillizers;Benzodiazepines;Diazepam (stesolid);0;
Europe;Western and Central Europe;Estonia;EST;2012;Cannabis-type;Marijuana (herb);;25;
Europe;Western and Central Europe;Estonia;EST;2012;Cannabis-type;Hashish (resin);;5;
Europe;Western and Central Europe;Estonia;EST;2012;Cannabis-type;Cannabis plants;;7;
Europe;Western and Central Europe;Estonia;EST;2012;Cannabis-type;Cannabis seed;;1;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Heroin;;0;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Pharmaceutical opioids;Methadone;1;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Pharmaceutical opioids;Tramadol;49;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Pharmaceutical opioids;Fentanyl;2;
Europe;Western and Central Europe;Estonia;EST;2012;Opioids;Pharmaceutical opioids;Fentanyl;0;
Europe;Western and Central Europe;Estonia;EST;2012;Cocaine-type;Cocaine salts;;3;
Europe;Western and Central Europe;Estonia;EST;2012;ATS;Amphetamine;;14;
Europe;Western and Central Europe;Estonia;EST;2012;ATS;Methamphetamine;;28;
Europe;Western and Central Europe;Estonia;EST;2012;ATS;Ecstasy-type substances;;3;
Europe;Western and Central Europe;Estonia;EST;2012;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Estonia;EST;2012;Sedatives and Tranquillizers;GHB;;29;
Europe;Western and Central Europe;Estonia;EST;2012;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Estonia;EST;2012;Hallucinogens;Other Hallucinogens;2C-B (4-bromo-2,5-dimethoxyphenethylamine);0;
Europe;Western and Central Europe;Estonia;EST;2012;Substances not under international control;Synthetic cathinones;3-FMC (3-Fluoromethcathinone);0;
Europe;Western and Central Europe;Estonia;EST;2012;Substances not under international control;Synthetic cathinones;4-MEC;0;
Africa;Eastern Africa;Ethiopia;ETH;2012;Cocaine-type;Cocaine salts;;2;
Africa;Eastern Africa;Ethiopia;ETH;2012;Cannabis-type;Marijuana (herb);;234;
Africa;Eastern Africa;Ethiopia;ETH;2013;Opioids;Heroin;;11;Incomplete data
Africa;Eastern Africa;Ethiopia;ETH;2013;Cocaine-type;Cocaine salts;;3;Incomplete data
Africa;Eastern Africa;Ethiopia;ETH;2013;Cannabis-type;Marijuana (herb);;6;Incomplete data
Africa;Eastern Africa;Ethiopia;ETH;2013;ATS;Methamphetamine;;6;Incomplete data
Europe;Western and Central Europe;Finland;FIN;2012;Cannabis-type;Non-specified cannabis-type;;714;Aggregate of hashish (resin) and marijuana (herb)
Europe;Western and Central Europe;Finland;FIN;2012;Cannabis-type;Cannabis plants;;1815;
Europe;Western and Central Europe;Finland;FIN;2012;Cannabis-type;Cannabis plants;;66;
Europe;Western and Central Europe;Finland;FIN;2012;Opioids;Heroin;;0;
Europe;Western and Central Europe;Finland;FIN;2012;Opioids;Pharmaceutical opioids;Buprenorphine;2;
Europe;Western and Central Europe;Finland;FIN;2012;Cocaine-type;Cocaine salts;;26;
Europe;Western and Central Europe;Finland;FIN;2012;ATS;Amphetamine;;124;
Europe;Western and Central Europe;Finland;FIN;2012;ATS;Methamphetamine;;15;
Europe;Western and Central Europe;Finland;FIN;2012;ATS;Ecstasy-type substances;;6;
Europe;Western and Central Europe;Finland;FIN;2012;ATS;Other stimulants;MDPV;5;
Europe;Western and Central Europe;Finland;FIN;2012;Sedatives and Tranquillizers;Benzodiazepines;;1;
Europe;Western and Central Europe;Finland;FIN;2012;Sedatives and Tranquillizers;GHB;;1;
Europe;Western and Central Europe;Finland;FIN;2012;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Finland;FIN;2012;Substances not under international control;Phenethylamines;Bromo Dragonfly;0;
Europe;Western and Central Europe;Finland;FIN;2012;Substances not under international control;Other substances not under int. control;GBL or GHB;228;
Europe;Western and Central Europe;Finland;FIN;2012;Substances not under international control;Plant-based NPS;Khat;1920;
Europe;Western and Central Europe;Finland;FIN;2012;Substances not under international control;Piperazines;MCPP (meta-Chlorophenylpiperazine);0;
Europe;Western and Central Europe;France;FRA;2012;Cannabis-type;Marijuana (herb);;3270;
Europe;Western and Central Europe;France;FRA;2012;Cannabis-type;Hashish (resin);;51118;
Europe;Western and Central Europe;France;FRA;2012;Cannabis-type;Cannabis plants;;13131;
Europe;Western and Central Europe;France;FRA;2012;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;France;FRA;2012;Cannabis-type;Cannabis seed;;13;
Europe;Western and Central Europe;France;FRA;2012;Opioids;Heroin;;701;
